"date","activity","value","roll","source"
2020-12-15,"Transit stations",52,51.5714285714286,"Google"
2020-12-16,"Transit stations",44,51,"Google"
2020-12-17,"Transit stations",44,50.2857142857143,"Google"
2020-12-18,"Transit stations",44,49.1428571428571,"Google"
2020-12-19,"Transit stations",49,47.8571428571429,"Google"
2020-12-20,"Transit stations",41,46.1428571428571,"Google"
2020-12-21,"Transit stations",34,44,"Google"
2020-12-22,"Transit stations",33,41.2857142857143,"Google"
2020-12-23,"Transit stations",32,39.5714285714286,"Google"
2020-12-24,"Transit stations",28,37.2857142857143,"Google"
2020-12-25,"Transit stations",8,32.1428571428571,"Google"
2020-12-26,"Transit stations",21,28.1428571428571,"Google"
2020-12-27,"Transit stations",32,26.8571428571429,"Google"
2020-12-28,"Transit stations",22,25.1428571428571,"Google"
2020-12-29,"Transit stations",27,24.2857142857143,"Google"
2020-12-30,"Transit stations",27,23.5714285714286,"Google"
2020-12-31,"Transit stations",26,23.2857142857143,"Google"
2021-01-01,"Transit stations",16,24.4285714285714,"Google"
2021-01-02,"Transit stations",28,25.4285714285714,"Google"
2021-01-03,"Transit stations",32,25.4285714285714,"Google"
2021-01-04,"Transit stations",31,26.7142857142857,"Google"
2021-01-05,"Transit stations",29,27,"Google"
2021-01-06,"Transit stations",29,27.2857142857143,"Google"
2021-01-07,"Transit stations",29,27.7142857142857,"Google"
2021-01-08,"Transit stations",29,29.5714285714286,"Google"
2021-01-09,"Transit stations",30,29.8571428571429,"Google"
2021-01-10,"Transit stations",29,29.4285714285714,"Google"
2021-01-11,"Transit stations",30,29.2857142857143,"Google"
2021-01-12,"Transit stations",29,29.2857142857143,"Google"
2021-01-13,"Transit stations",28,29.1428571428571,"Google"
2021-01-14,"Transit stations",27,28.8571428571429,"Google"
2021-01-15,"Transit stations",29,28.8571428571429,"Google"
2021-01-16,"Transit stations",28,28.5714285714286,"Google"
2021-01-17,"Transit stations",32,29,"Google"
2021-01-18,"Transit stations",30,29,"Google"
2021-01-19,"Transit stations",29,29,"Google"
2021-01-20,"Transit stations",28,29,"Google"
2021-01-21,"Transit stations",29,29.2857142857143,"Google"
2021-01-22,"Transit stations",31,29.5714285714286,"Google"
2021-01-23,"Transit stations",31,30,"Google"
2021-01-24,"Transit stations",28,29.4285714285714,"Google"
2021-01-25,"Transit stations",31,29.5714285714286,"Google"
2021-01-26,"Transit stations",29,29.5714285714286,"Google"
2021-01-27,"Transit stations",29,29.7142857142857,"Google"
2021-01-28,"Transit stations",30,29.8571428571429,"Google"
2021-01-29,"Transit stations",32,30,"Google"
2021-01-30,"Transit stations",29,29.7142857142857,"Google"
2021-01-31,"Transit stations",32,30.2857142857143,"Google"
2021-02-01,"Transit stations",32,30.4285714285714,"Google"
2021-02-02,"Transit stations",32,30.8571428571429,"Google"
2021-02-03,"Transit stations",30,31,"Google"
2021-02-04,"Transit stations",29,30.8571428571429,"Google"
2021-02-05,"Transit stations",32,30.8571428571429,"Google"
2021-02-06,"Transit stations",32,31.2857142857143,"Google"
2021-02-07,"Transit stations",28,30.7142857142857,"Google"
2021-02-08,"Transit stations",30,30.4285714285714,"Google"
2021-02-09,"Transit stations",29,30,"Google"
2021-02-10,"Transit stations",30,30,"Google"
2021-02-11,"Transit stations",30,30.1428571428571,"Google"
2021-02-12,"Transit stations",32,30.1428571428571,"Google"
2021-02-13,"Transit stations",33,30.2857142857143,"Google"
2021-02-14,"Transit stations",33,31,"Google"
2021-02-15,"Transit stations",33,31.4285714285714,"Google"
2021-02-16,"Transit stations",32,31.8571428571429,"Google"
2021-02-17,"Transit stations",32,32.1428571428571,"Google"
2021-02-18,"Transit stations",32,32.4285714285714,"Google"
2021-02-19,"Transit stations",33,32.5714285714286,"Google"
2021-02-20,"Transit stations",38,33.2857142857143,"Google"
2021-02-21,"Transit stations",37,33.8571428571429,"Google"
2021-02-22,"Transit stations",34,34,"Google"
2021-02-23,"Transit stations",34,34.2857142857143,"Google"
2021-02-24,"Transit stations",34,34.5714285714286,"Google"
2021-02-25,"Transit stations",33,34.7142857142857,"Google"
2021-02-26,"Transit stations",37,35.2857142857143,"Google"
2021-02-27,"Transit stations",40,35.5714285714286,"Google"
2021-02-28,"Transit stations",38,35.7142857142857,"Google"
2021-03-01,"Transit stations",35,35.8571428571429,"Google"
2021-03-02,"Transit stations",34,35.8571428571429,"Google"
2021-03-03,"Transit stations",33,35.7142857142857,"Google"
2021-03-04,"Transit stations",33,35.7142857142857,"Google"
2021-03-05,"Transit stations",36,35.5714285714286,"Google"
2021-03-06,"Transit stations",38,35.2857142857143,"Google"
2021-03-07,"Transit stations",38,35.2857142857143,"Google"
2021-03-08,"Transit stations",39,35.8571428571429,"Google"
2021-03-09,"Transit stations",40,36.7142857142857,"Google"
2021-03-10,"Transit stations",36,37.1428571428571,"Google"
2021-03-11,"Transit stations",38,37.8571428571429,"Google"
2021-03-12,"Transit stations",40,38.4285714285714,"Google"
2021-03-13,"Transit stations",39,38.5714285714286,"Google"
2021-03-14,"Transit stations",40,38.8571428571429,"Google"
2021-03-15,"Transit stations",40,39,"Google"
2021-03-16,"Transit stations",40,39,"Google"
2021-03-17,"Transit stations",39,39.4285714285714,"Google"
2021-03-18,"Transit stations",39,39.5714285714286,"Google"
2021-03-19,"Transit stations",43,40,"Google"
2021-03-20,"Transit stations",40,40.1428571428571,"Google"
2021-03-21,"Transit stations",41,40.2857142857143,"Google"
2021-03-22,"Transit stations",42,40.5714285714286,"Google"
2021-03-23,"Transit stations",41,40.7142857142857,"Google"
2021-03-24,"Transit stations",40,40.8571428571429,"Google"
2021-03-25,"Transit stations",40,41,"Google"
2021-03-26,"Transit stations",41,40.7142857142857,"Google"
2021-03-27,"Transit stations",43,41.1428571428571,"Google"
2021-03-28,"Transit stations",39,40.8571428571429,"Google"
2021-03-29,"Transit stations",44,41.1428571428571,"Google"
2021-03-30,"Transit stations",45,41.7142857142857,"Google"
2021-03-31,"Transit stations",44,42.2857142857143,"Google"
2021-04-01,"Transit stations",43,42.7142857142857,"Google"
2021-04-02,"Transit stations",33,41.5714285714286,"Google"
2021-04-03,"Transit stations",41,41.2857142857143,"Google"
2021-04-04,"Transit stations",47,42.4285714285714,"Google"
2021-04-05,"Transit stations",28,40.1428571428571,"Google"
2021-04-06,"Transit stations",39,39.2857142857143,"Google"
2021-04-07,"Transit stations",39,38.5714285714286,"Google"
2021-04-08,"Transit stations",39,38,"Google"
2021-04-09,"Transit stations",42,39.2857142857143,"Google"
2021-04-10,"Transit stations",42,39.4285714285714,"Google"
2021-04-11,"Transit stations",46,39.2857142857143,"Google"
2021-04-12,"Transit stations",48,42.1428571428571,"Google"
2021-04-13,"Transit stations",46,43.1428571428571,"Google"
2021-04-14,"Transit stations",46,44.1428571428571,"Google"
2021-04-15,"Transit stations",45,45,"Google"
2021-04-16,"Transit stations",49,46,"Google"
2021-04-17,"Transit stations",58,48.2857142857143,"Google"
2021-04-18,"Transit stations",58,50,"Google"
2021-04-19,"Transit stations",50,50.2857142857143,"Google"
2021-04-20,"Transit stations",50,50.8571428571429,"Google"
2021-04-21,"Transit stations",48,51.1428571428571,"Google"
2021-04-22,"Transit stations",49,51.7142857142857,"Google"
2021-04-23,"Transit stations",52,52.1428571428571,"Google"
2021-04-24,"Transit stations",58,52.1428571428571,"Google"
2021-04-25,"Transit stations",54,51.5714285714286,"Google"
2021-04-26,"Transit stations",49,51.4285714285714,"Google"
2021-04-27,"Transit stations",50,51.4285714285714,"Google"
2021-04-28,"Transit stations",48,51.4285714285714,"Google"
2021-04-29,"Transit stations",49,51.4285714285714,"Google"
2021-04-30,"Transit stations",53,51.5714285714286,"Google"
2021-05-01,"Transit stations",57,51.4285714285714,"Google"
2021-05-02,"Transit stations",56,51.7142857142857,"Google"
2021-05-03,"Transit stations",35,49.7142857142857,"Google"
2021-05-04,"Transit stations",49,49.5714285714286,"Google"
2021-05-05,"Transit stations",49,49.7142857142857,"Google"
2021-05-06,"Transit stations",50,49.8571428571429,"Google"
2021-05-07,"Transit stations",52,49.7142857142857,"Google"
2021-05-08,"Transit stations",50,48.7142857142857,"Google"
2021-05-09,"Transit stations",57,48.8571428571429,"Google"
2021-05-10,"Transit stations",50,51,"Google"
2021-05-11,"Transit stations",51,51.2857142857143,"Google"
2021-05-12,"Transit stations",51,51.5714285714286,"Google"
2021-05-13,"Transit stations",49,51.4285714285714,"Google"
2021-05-14,"Transit stations",52,51.4285714285714,"Google"
2021-05-15,"Transit stations",56,52.2857142857143,"Google"
2021-05-16,"Transit stations",52,51.5714285714286,"Google"
2021-05-17,"Transit stations",52,51.8571428571429,"Google"
2021-05-18,"Transit stations",53,52.1428571428571,"Google"
2021-05-19,"Transit stations",53,52.4285714285714,"Google"
2021-05-20,"Transit stations",51,52.7142857142857,"Google"
2021-05-21,"Transit stations",55,53.1428571428571,"Google"
2021-05-22,"Transit stations",63,54.1428571428571,"Google"
2021-05-23,"Transit stations",59,55.1428571428571,"Google"
2021-05-24,"Transit stations",51,55,"Google"
2021-05-25,"Transit stations",52,54.8571428571429,"Google"
2021-05-26,"Transit stations",53,54.8571428571429,"Google"
2021-05-27,"Transit stations",54,55.2857142857143,"Google"
2021-05-28,"Transit stations",58,55.7142857142857,"Google"
2021-05-29,"Transit stations",68,56.4285714285714,"Google"
2021-05-30,"Transit stations",69,57.8571428571429,"Google"
2021-05-31,"Transit stations",45,57,"Google"
2021-06-01,"Transit stations",52,57,"Google"
2021-06-02,"Transit stations",52,56.8571428571429,"Google"
2021-06-03,"Transit stations",52,56.5714285714286,"Google"
2021-06-04,"Transit stations",52,55.7142857142857,"Google"
2021-06-05,"Transit stations",66,55.4285714285714,"Google"
2021-06-06,"Transit stations",62,54.4285714285714,"Google"
2021-06-07,"Transit stations",54,55.7142857142857,"Google"
2021-06-08,"Transit stations",54,56,"Google"
2021-06-09,"Transit stations",55,56.4285714285714,"Google"
2021-06-10,"Transit stations",55,56.8571428571429,"Google"
2021-06-11,"Transit stations",58,57.7142857142857,"Google"
2021-06-12,"Transit stations",66,57.7142857142857,"Google"
2021-06-13,"Transit stations",66,58.2857142857143,"Google"
2021-06-14,"Transit stations",54,58.2857142857143,"Google"
2021-06-15,"Transit stations",54,58.2857142857143,"Google"
2021-06-16,"Transit stations",54,58.1428571428571,"Google"
2021-06-17,"Transit stations",53,57.8571428571429,"Google"
2021-06-18,"Transit stations",55,57.4285714285714,"Google"
2021-06-19,"Transit stations",62,56.8571428571429,"Google"
2021-06-20,"Transit stations",60,56,"Google"
2021-06-21,"Transit stations",51,55.5714285714286,"Google"
2021-06-22,"Transit stations",53,55.4285714285714,"Google"
2021-06-23,"Transit stations",54,55.4285714285714,"Google"
2021-06-24,"Transit stations",54,55.5714285714286,"Google"
2021-06-25,"Transit stations",58,56,"Google"
2021-06-26,"Transit stations",68,56.8571428571429,"Google"
2021-06-27,"Transit stations",62,57.1428571428571,"Google"
2021-06-28,"Transit stations",53,57.4285714285714,"Google"
2021-06-29,"Transit stations",52,57.2857142857143,"Google"
2021-06-30,"Transit stations",53,57.1428571428571,"Google"
2021-07-01,"Transit stations",55,57.2857142857143,"Google"
2021-07-02,"Transit stations",58,57.2857142857143,"Google"
2021-07-03,"Transit stations",65,56.8571428571429,"Google"
2021-07-04,"Transit stations",63,57,"Google"
2021-07-05,"Transit stations",54,57.1428571428571,"Google"
2021-07-06,"Transit stations",54,57.4285714285714,"Google"
2021-07-07,"Transit stations",56,57.8571428571429,"Google"
2021-07-08,"Transit stations",54,57.7142857142857,"Google"
2021-07-09,"Transit stations",57,57.5714285714286,"Google"
2021-07-10,"Transit stations",65,57.5714285714286,"Google"
2021-07-11,"Transit stations",73,59,"Google"
2021-07-12,"Transit stations",53,58.8571428571429,"Google"
2021-07-13,"Transit stations",54,58.8571428571429,"Google"
2021-07-14,"Transit stations",55,58.7142857142857,"Google"
2021-07-15,"Transit stations",54,58.7142857142857,"Google"
2021-07-16,"Transit stations",58,58.8571428571429,"Google"
2021-07-17,"Transit stations",67,59.1428571428571,"Google"
2021-07-18,"Transit stations",67,58.2857142857143,"Google"
2021-07-19,"Transit stations",54,58.4285714285714,"Google"
2021-07-20,"Transit stations",54,58.4285714285714,"Google"
2021-07-21,"Transit stations",54,58.2857142857143,"Google"
2021-07-22,"Transit stations",55,58.4285714285714,"Google"
2021-07-23,"Transit stations",57,58.2857142857143,"Google"
2021-07-24,"Transit stations",65,58,"Google"
2021-07-25,"Transit stations",64,57.5714285714286,"Google"
2021-07-26,"Transit stations",53,57.4285714285714,"Google"
2021-07-27,"Transit stations",52,57.1428571428571,"Google"
2021-07-28,"Transit stations",51,56.7142857142857,"Google"
2021-07-29,"Transit stations",54,56.5714285714286,"Google"
2021-07-30,"Transit stations",55,56.2857142857143,"Google"
2021-07-31,"Transit stations",67,56.5714285714286,"Google"
2021-08-01,"Transit stations",68,57.1428571428571,"Google"
2021-08-02,"Transit stations",53,57.1428571428571,"Google"
2021-08-03,"Transit stations",53,57.2857142857143,"Google"
2021-08-04,"Transit stations",54,57.7142857142857,"Google"
2021-08-05,"Transit stations",53,57.5714285714286,"Google"
2021-08-06,"Transit stations",55,57.5714285714286,"Google"
2021-08-07,"Transit stations",65,57.2857142857143,"Google"
2021-08-08,"Transit stations",66,57,"Google"
2021-08-09,"Transit stations",52,56.8571428571429,"Google"
2021-08-10,"Transit stations",55,57.1428571428571,"Google"
2021-08-11,"Transit stations",55,57.2857142857143,"Google"
2021-08-12,"Transit stations",54,57.4285714285714,"Google"
2021-08-13,"Transit stations",57,57.7142857142857,"Google"
2021-08-14,"Transit stations",71,58.5714285714286,"Google"
2021-08-15,"Transit stations",71,59.2857142857143,"Google"
2021-08-16,"Transit stations",54,59.5714285714286,"Google"
2021-08-17,"Transit stations",53,59.2857142857143,"Google"
2021-08-18,"Transit stations",54,59.1428571428571,"Google"
2021-08-19,"Transit stations",54,59.1428571428571,"Google"
2021-08-20,"Transit stations",57,59.1428571428571,"Google"
2021-08-21,"Transit stations",68,58.7142857142857,"Google"
2021-08-22,"Transit stations",70,58.5714285714286,"Google"
2021-08-23,"Transit stations",55,58.7142857142857,"Google"
2021-08-24,"Transit stations",55,59,"Google"
2021-08-25,"Transit stations",55,59.1428571428571,"Google"
2021-08-26,"Transit stations",56,59.4285714285714,"Google"
2021-08-27,"Transit stations",59,59.7142857142857,"Google"
2021-08-28,"Transit stations",72,60.2857142857143,"Google"
2021-08-29,"Transit stations",75,61,"Google"
2021-08-30,"Transit stations",47,59.8571428571429,"Google"
2021-08-31,"Transit stations",55,59.8571428571429,"Google"
2021-09-01,"Transit stations",56,60,"Google"
2021-09-02,"Transit stations",57,60.1428571428571,"Google"
2021-09-03,"Transit stations",61,60.4285714285714,"Google"
2021-09-04,"Transit stations",71,60.2857142857143,"Google"
2021-09-05,"Transit stations",75,60.2857142857143,"Google"
2021-09-06,"Transit stations",61,62.2857142857143,"Google"
2021-09-07,"Transit stations",61,63.1428571428571,"Google"
2021-09-08,"Transit stations",61,63.8571428571429,"Google"
2021-09-09,"Transit stations",61,64.4285714285714,"Google"
2021-09-10,"Transit stations",63,64.7142857142857,"Google"
2021-09-11,"Transit stations",75,65.2857142857143,"Google"
2021-09-12,"Transit stations",74,65.1428571428571,"Google"
2021-09-13,"Transit stations",62,65.2857142857143,"Google"
2021-09-14,"Transit stations",62,65.4285714285714,"Google"
2021-09-15,"Transit stations",63,65.7142857142857,"Google"
2021-09-16,"Transit stations",63,66,"Google"
2021-09-17,"Transit stations",65,66.2857142857143,"Google"
2021-09-18,"Transit stations",75,66.2857142857143,"Google"
2021-09-19,"Transit stations",72,66,"Google"
2021-09-20,"Transit stations",61,65.8571428571429,"Google"
2021-09-21,"Transit stations",63,66,"Google"
2021-09-22,"Transit stations",64,66.1428571428571,"Google"
2021-09-23,"Transit stations",64,66.2857142857143,"Google"
2021-09-24,"Transit stations",68,66.7142857142857,"Google"
2021-09-25,"Transit stations",82,67.7142857142857,"Google"
2021-09-26,"Transit stations",81,69,"Google"
2021-09-27,"Transit stations",64,69.4285714285714,"Google"
2021-09-28,"Transit stations",65,69.7142857142857,"Google"
2021-09-29,"Transit stations",64,69.7142857142857,"Google"
2021-09-30,"Transit stations",65,69.8571428571429,"Google"
2021-10-01,"Transit stations",66,69.5714285714286,"Google"
2021-10-02,"Transit stations",72,68.1428571428571,"Google"
2021-10-03,"Transit stations",81,68.1428571428571,"Google"
2021-10-04,"Transit stations",62,67.8571428571429,"Google"
2021-10-05,"Transit stations",63,67.5714285714286,"Google"
2021-10-06,"Transit stations",63,67.4285714285714,"Google"
2021-10-07,"Transit stations",64,67.2857142857143,"Google"
2021-10-08,"Transit stations",65,67.1428571428571,"Google"
2021-10-09,"Transit stations",76,67.7142857142857,"Google"
2021-10-10,"Transit stations",76,67,"Google"
2021-10-11,"Transit stations",62,67,"Google"
2021-10-12,"Transit stations",64,67.1428571428571,"Google"
2021-10-13,"Transit stations",63,67.1428571428571,"Google"
2021-10-14,"Transit stations",64,67.1428571428571,"Google"
2021-10-15,"Transit stations",65,67.1428571428571,"Google"
2021-10-16,"Transit stations",73,66.7142857142857,"Google"
2021-10-17,"Transit stations",75,66.5714285714286,"Google"
2021-10-18,"Transit stations",62,66.5714285714286,"Google"
2021-10-19,"Transit stations",63,66.4285714285714,"Google"
2021-10-20,"Transit stations",63,66.4285714285714,"Google"
2021-10-21,"Transit stations",63,66.2857142857143,"Google"
2021-10-22,"Transit stations",65,66.2857142857143,"Google"
2021-10-23,"Transit stations",76,66.7142857142857,"Google"
2021-10-24,"Transit stations",77,67,"Google"
2021-10-25,"Transit stations",61,66.8571428571429,"Google"
2021-10-26,"Transit stations",63,66.8571428571429,"Google"
2021-10-27,"Transit stations",63,66.8571428571429,"Google"
2021-10-28,"Transit stations",63,66.8571428571429,"Google"
2021-10-29,"Transit stations",65,66.8571428571429,"Google"
2021-10-30,"Transit stations",78,67.1428571428571,"Google"
2021-10-31,"Transit stations",73,66.5714285714286,"Google"
2021-11-01,"Transit stations",63,66.8571428571429,"Google"
2021-11-02,"Transit stations",64,67,"Google"
2021-11-03,"Transit stations",64,67.1428571428571,"Google"
2021-11-04,"Transit stations",65,67.4285714285714,"Google"
2021-11-05,"Transit stations",66,67.5714285714286,"Google"
2021-11-06,"Transit stations",78,67.5714285714286,"Google"
2021-11-07,"Transit stations",78,68.2857142857143,"Google"
2021-11-08,"Transit stations",63,68.2857142857143,"Google"
2021-11-09,"Transit stations",65,68.4285714285714,"Google"
2021-11-10,"Transit stations",65,68.5714285714286,"Google"
2021-11-11,"Transit stations",65,68.5714285714286,"Google"
2021-11-12,"Transit stations",67,68.7142857142857,"Google"
2021-11-13,"Transit stations",78,68.7142857142857,"Google"
2021-11-14,"Transit stations",77,68.5714285714286,"Google"
2021-11-15,"Transit stations",63,68.5714285714286,"Google"
2021-11-16,"Transit stations",65,68.5714285714286,"Google"
2021-11-17,"Transit stations",65,68.5714285714286,"Google"
2021-11-18,"Transit stations",66,68.7142857142857,"Google"
2021-11-19,"Transit stations",68,68.8571428571429,"Google"
2021-11-20,"Transit stations",80,69.1428571428571,"Google"
2021-11-21,"Transit stations",79,69.4285714285714,"Google"
2021-11-22,"Transit stations",64,69.5714285714286,"Google"
2021-11-23,"Transit stations",65,69.5714285714286,"Google"
2021-11-24,"Transit stations",65,69.5714285714286,"Google"
2021-11-25,"Transit stations",67,69.7142857142857,"Google"
2021-11-26,"Transit stations",68,69.7142857142857,"Google"
2021-11-27,"Transit stations",75,69,"Google"
2021-11-28,"Transit stations",77,68.7142857142857,"Google"
2021-11-29,"Transit stations",63,68.5714285714286,"Google"
2021-11-30,"Transit stations",64,68.4285714285714,"Google"
2021-12-01,"Transit stations",65,68.4285714285714,"Google"
2021-12-02,"Transit stations",65,68.1428571428571,"Google"
2021-12-03,"Transit stations",67,68,"Google"
2021-12-04,"Transit stations",80,68.7142857142857,"Google"
2021-12-05,"Transit stations",76,68.5714285714286,"Google"
2021-12-06,"Transit stations",62,68.4285714285714,"Google"
2021-12-07,"Transit stations",63,68.2857142857143,"Google"
2021-12-08,"Transit stations",64,68.1428571428571,"Google"
2021-12-09,"Transit stations",65,68.1428571428571,"Google"
2021-12-10,"Transit stations",66,68,"Google"
2021-12-11,"Transit stations",78,67.7142857142857,"Google"
2021-12-12,"Transit stations",77,67.8571428571429,"Google"
2021-12-13,"Transit stations",59,67.4285714285714,"Google"
2021-12-14,"Transit stations",58,66.7142857142857,"Google"
2021-12-15,"Transit stations",58,65.8571428571429,"Google"
2021-12-16,"Transit stations",56,64.5714285714286,"Google"
2021-12-17,"Transit stations",58,63.4285714285714,"Google"
2021-12-18,"Transit stations",67,61.8571428571429,"Google"
2021-12-19,"Transit stations",67,60.4285714285714,"Google"
2021-12-20,"Transit stations",52,59.4285714285714,"Google"
2021-12-21,"Transit stations",49,58.1428571428571,"Google"
2021-12-22,"Transit stations",48,56.7142857142857,"Google"
2021-12-23,"Transit stations",47,55.4285714285714,"Google"
2021-12-24,"Transit stations",42,53.1428571428571,"Google"
2021-12-25,"Transit stations",13,45.4285714285714,"Google"
2021-12-26,"Transit stations",41,41.7142857142857,"Google"
2021-12-27,"Transit stations",37,39.5714285714286,"Google"
2021-12-28,"Transit stations",37,37.8571428571429,"Google"
2021-12-29,"Transit stations",41,36.8571428571429,"Google"
2021-12-30,"Transit stations",42,36.1428571428571,"Google"
2021-12-31,"Transit stations",44,36.4285714285714,"Google"
2022-01-01,"Transit stations",46,41.1428571428571,"Google"
2022-01-02,"Transit stations",56,43.2857142857143,"Google"
2022-01-03,"Transit stations",38,43.4285714285714,"Google"
2022-01-04,"Transit stations",44,44.4285714285714,"Google"
2022-01-05,"Transit stations",47,45.2857142857143,"Google"
2022-01-06,"Transit stations",47,46,"Google"
2022-01-07,"Transit stations",49,46.7142857142857,"Google"
2022-01-08,"Transit stations",55,48,"Google"
2022-01-09,"Transit stations",62,48.8571428571429,"Google"
2022-01-10,"Transit stations",52,50.8571428571429,"Google"
2022-01-11,"Transit stations",51,51.8571428571429,"Google"
2022-01-12,"Transit stations",53,52.7142857142857,"Google"
2022-01-13,"Transit stations",52,53.4285714285714,"Google"
2022-01-14,"Transit stations",55,54.2857142857143,"Google"
2022-01-15,"Transit stations",64,55.5714285714286,"Google"
2022-01-16,"Transit stations",64,55.8571428571429,"Google"
2022-01-17,"Transit stations",54,56.1428571428571,"Google"
2022-01-18,"Transit stations",54,56.5714285714286,"Google"
2022-01-19,"Transit stations",54,56.7142857142857,"Google"
2022-01-20,"Transit stations",55,57.1428571428571,"Google"
2022-01-21,"Transit stations",57,57.4285714285714,"Google"
2022-01-22,"Transit stations",66,57.7142857142857,"Google"
2022-01-23,"Transit stations",66,58,"Google"
2022-01-24,"Transit stations",55,58.1428571428571,"Google"
2022-01-25,"Transit stations",56,58.4285714285714,"Google"
2022-01-26,"Transit stations",56,58.7142857142857,"Google"
2022-01-27,"Transit stations",57,59,"Google"
2022-01-28,"Transit stations",60,59.4285714285714,"Google"
2022-01-29,"Transit stations",72,60.2857142857143,"Google"
2022-01-30,"Transit stations",71,61,"Google"
2022-01-31,"Transit stations",58,61.4285714285714,"Google"
2022-02-01,"Transit stations",61,62.1428571428571,"Google"
2022-02-02,"Transit stations",61,62.8571428571429,"Google"
2022-02-03,"Transit stations",61,63.4285714285714,"Google"
2022-02-04,"Transit stations",62,63.7142857142857,"Google"
2022-02-05,"Transit stations",73,63.8571428571429,"Google"
2022-02-06,"Transit stations",69,63.5714285714286,"Google"
2022-02-07,"Transit stations",60,63.8571428571429,"Google"
2022-02-08,"Transit stations",62,64,"Google"
2022-02-09,"Transit stations",63,64.2857142857143,"Google"
2022-02-10,"Transit stations",63,64.5714285714286,"Google"
2022-02-11,"Transit stations",64,64.8571428571429,"Google"
2022-02-12,"Transit stations",74,65,"Google"
2022-02-13,"Transit stations",72,65.4285714285714,"Google"
2022-02-14,"Transit stations",61,65.5714285714286,"Google"
2022-02-15,"Transit stations",60,65.2857142857143,"Google"
2022-02-16,"Transit stations",61,65,"Google"
2022-02-17,"Transit stations",63,65,"Google"
2022-02-18,"Transit stations",48,62.7142857142857,"Google"
2022-02-19,"Transit stations",70,62.1428571428571,"Google"
2022-02-20,"Transit stations",67,61.4285714285714,"Google"
2022-02-21,"Transit stations",59,61.1428571428571,"Google"
2022-02-22,"Transit stations",65,61.8571428571429,"Google"
2022-02-23,"Transit stations",65,62.4285714285714,"Google"
2022-02-24,"Transit stations",65,62.7142857142857,"Google"
2022-02-25,"Transit stations",67,65.4285714285714,"Google"
2022-02-26,"Transit stations",79,66.7142857142857,"Google"
2022-02-27,"Transit stations",80,68.5714285714286,"Google"
2022-02-28,"Transit stations",64,69.2857142857143,"Google"
2022-03-01,"Transit stations",59,68.4285714285714,"Google"
2022-03-02,"Transit stations",65,68.4285714285714,"Google"
2022-03-03,"Transit stations",57,67.2857142857143,"Google"
2022-03-04,"Transit stations",65,67,"Google"
2022-03-05,"Transit stations",73,66.1428571428571,"Google"
2022-03-06,"Transit stations",74,65.2857142857143,"Google"
2022-03-07,"Transit stations",62,65,"Google"
2022-03-08,"Transit stations",64,65.7142857142857,"Google"
2022-03-09,"Transit stations",63,65.4285714285714,"Google"
2022-03-10,"Transit stations",64,66.4285714285714,"Google"
2022-03-11,"Transit stations",63,66.1428571428571,"Google"
2022-03-12,"Transit stations",75,66.4285714285714,"Google"
2022-03-13,"Transit stations",76,66.7142857142857,"Google"
2022-03-14,"Transit stations",63,66.8571428571429,"Google"
2022-03-15,"Transit stations",65,67,"Google"
2022-03-16,"Transit stations",64,67.1428571428571,"Google"
2022-03-17,"Transit stations",66,67.4285714285714,"Google"
2022-03-18,"Transit stations",65,67.7142857142857,"Google"
2022-03-19,"Transit stations",75,67.7142857142857,"Google"
2022-03-20,"Transit stations",77,67.8571428571429,"Google"
2022-03-21,"Transit stations",62,67.7142857142857,"Google"
2022-03-22,"Transit stations",64,67.5714285714286,"Google"
2022-03-23,"Transit stations",65,67.7142857142857,"Google"
2022-03-24,"Transit stations",65,67.5714285714286,"Google"
2022-03-25,"Transit stations",67,67.8571428571429,"Google"
2022-03-26,"Transit stations",80,68.5714285714286,"Google"
2022-03-27,"Transit stations",77,68.5714285714286,"Google"
2022-03-28,"Transit stations",63,68.7142857142857,"Google"
2022-03-29,"Transit stations",64,68.7142857142857,"Google"
2022-03-30,"Transit stations",63,68.4285714285714,"Google"
2022-03-31,"Transit stations",63,68.1428571428571,"Google"
2022-04-01,"Transit stations",62,67.4285714285714,"Google"
2022-04-02,"Transit stations",71,66.1428571428571,"Google"
2022-04-03,"Transit stations",76,66,"Google"
2022-04-04,"Transit stations",60,65.5714285714286,"Google"
2022-04-05,"Transit stations",61,65.1428571428571,"Google"
2022-04-06,"Transit stations",61,64.8571428571429,"Google"
2022-04-07,"Transit stations",62,64.7142857142857,"Google"
2022-04-08,"Transit stations",63,64.8571428571429,"Google"
2022-04-09,"Transit stations",76,65.5714285714286,"Google"
2022-04-10,"Transit stations",77,65.7142857142857,"Google"
2022-04-11,"Transit stations",63,66.1428571428571,"Google"
2022-04-12,"Transit stations",64,66.5714285714286,"Google"
2022-04-13,"Transit stations",63,66.8571428571429,"Google"
2022-04-14,"Transit stations",65,67.2857142857143,"Google"
2022-04-15,"Transit stations",53,65.8571428571429,"Google"
2022-04-16,"Transit stations",71,65.1428571428571,"Google"
2022-04-17,"Transit stations",74,64.7142857142857,"Google"
2022-04-18,"Transit stations",48,62.5714285714286,"Google"
2022-04-19,"Transit stations",62,62.2857142857143,"Google"
2022-04-20,"Transit stations",65,62.5714285714286,"Google"
2022-04-21,"Transit stations",66,62.7142857142857,"Google"
2022-04-22,"Transit stations",65,64.4285714285714,"Google"
